[layer]
type=Tile Layer 1
data=
0,0,38,38,0,0,38,38,38,0,0,
0,38,38,38,38,38,38,38,38,38,0,
38,38,38,38,38,38,38,38,38,38,38,
38,38,38,33,38,38,38,38,38,38,38,
0,38,33,33,33,22,33,22,33,1,1,
0,1,33,33,33,22,33,22,33,1,29,
0,1,33,33,33,22,33,22,33,1,1,
0,1,33,33,33,22,33,33,33,1,0,
0,1,33,33,33,24,33,33,33,1,0,
0,1,33,33,33,33,33,33,33,1,1,
0,1,33,33,33,33,33,33,33,1,29,
0,1,33,33,33,33,33,33,33,1,1,
0,1,33,33,33,33,33,33,33,1,0,
0,1,33,33,33,33,33,33,33,1,0,
1,1,33,33,33,33,33,33,33,1,1,
1,1,1,33,33,33,33,33,1,1,1,
1,38,38,1,1,1,1,1,38,38,1,
0,1,1,38,38,38,38,38,1,1,0,
0,0,0,1,1,1,1,1,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
[layer]
type=Tile Layer 2
data=
0,0,1,1,0,0,1,1,1,0,0,
0,1,1,1,1,1,1,1,1,1,0,
1,1,1,1,1,1,1,1,1,1,1,
1,1,1,200,1,1,1,1,1,1,1,
0,1,200,200,200,1,200,1,200,150,150,
0,150,150,150,150,1,150,1,150,150,20,
0,150,150,150,150,1,150,1,150,80,80,
0,80,80,80,80,1,80,80,100,80,0,
0,80,80,80,80,0,80,80,100,80,0,
0,80,50,50,50,60,50,50,90,60,80,
0,60,50,50,50,60,50,50,50,60,20,
0,40,40,40,40,40,40,40,40,40,40,
0,40,20,20,20,20,20,20,20,20,0,
0,40,20,20,20,20,20,20,20,20,0,
20,40,10,10,10,10,10,10,20,20,20,
20,20,20,10,10,10,10,10,20,20,20,
20,1,1,20,20,20,20,20,1,1,20,
0,20,20,1,1,1,1,1,20,20,0,
0,0,0,20,20,20,20,20,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
