[layer]
type=Tile Layer 1
data=
0,0,37,37,37,37,37,1,37,0,0,
0,37,37,1,1,37,1,37,1,37,0,
37,37,37,1,1,37,37,1,37,37,37,
37,37,37,37,37,37,37,37,37,37,37,
1,1,1,1,1,1,1,1,1,1,1,
1,38,38,38,38,38,38,38,38,38,1,
1,38,38,38,38,38,38,38,38,38,1,
1,38,38,32,32,32,32,32,38,38,1,
1,38,32,38,32,32,32,32,32,38,1,
1,38,32,32,32,32,32,32,32,38,1,
1,38,38,38,38,38,38,38,38,38,1,
1,38,32,32,32,32,32,32,32,38,1,
1,38,32,32,32,32,32,38,32,38,1,
1,38,38,32,32,32,32,32,38,38,1,
1,38,38,38,38,38,38,38,38,38,1,
1,38,38,38,38,38,38,38,38,38,1,
1,1,1,1,1,27,1,1,1,1,1,
32,32,32,32,32,32,32,32,32,32,32,
32,32,32,1,32,32,1,1,32,32,32,
0,32,1,32,1,32,1,1,32,32,0,
0,0,32,1,32,32,32,32,32,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
[layer]
type=Tile Layer 2
data=
0,0,50,50,50,50,50,40,50,0,0,
0,50,50,40,40,50,40,50,40,50,0,
50,50,50,40,40,50,50,40,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,
80,80,80,80,80,80,80,80,80,80,80,
80,1,1,1,1,1,1,1,1,1,80,
80,1,1,1,1,1,1,1,1,1,80,
80,1,1,60,60,60,60,60,1,1,80,
80,1,60,1,60,60,60,60,60,1,80,
80,1,60,60,60,60,60,60,60,1,80,
80,1,1,1,1,1,1,1,1,1,80,
80,1,60,60,60,60,60,60,60,1,80,
80,1,60,60,60,60,60,1,60,1,80,
80,1,1,60,60,60,60,60,1,1,80,
80,1,1,1,1,1,1,1,1,1,80,
80,1,1,1,1,1,1,1,1,1,80,
80,80,80,80,80,20,80,80,80,80,80,
20,20,20,20,20,20,20,20,20,20,20,
20,20,20,40,20,20,40,40,20,20,20,
0,20,40,20,40,20,40,40,20,20,0,
0,0,20,40,20,20,20,20,20,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
