[layer]
type=Tile Layer 1
data=
0,0,0,0,0,1,0,0,0,0,0,
0,0,0,0,1,34,1,0,0,0,0,
0,0,0,1,34,34,34,1,0,0,0,
0,0,1,34,34,34,34,34,1,0,0,
0,1,34,34,34,34,34,34,34,1,0,
0,1,35,34,34,34,34,34,35,1,0,
1,34,30,34,35,35,35,34,30,34,1,
1,1,1,1,34,34,34,1,1,1,1,
1,34,1,1,1,34,1,1,1,34,1,
34,34,32,32,32,32,32,32,32,34,34,
34,34,38,38,38,38,38,38,38,34,34,
8,34,38,38,38,38,38,38,38,34,8,
0,34,38,34,38,38,38,34,38,34,0,
1,1,38,32,38,24,38,32,38,1,1,
1,34,1,1,1,1,1,1,1,34,1,
0,1,38,36,33,38,33,36,0,1,0,
1,38,1,36,38,33,38,36,1,38,1,
38,38,38,36,38,38,38,36,38,38,38,
1,38,38,1,37,37,37,1,38,38,1,
0,1,1,1,38,37,38,1,1,1,0,
0,0,0,1,38,1,38,1,0,0,0,
0,0,0,1,38,1,38,1,0,0,0,
0,0,0,0,1,0,1,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
[layer]
type=Tile Layer 2
data=
0,0,0,0,0,80,0,0,0,0,0,
0,0,0,0,80,100,80,0,0,0,0,
0,0,0,80,100,100,100,80,0,0,0,
0,0,80,80,80,80,80,80,80,0,0,
0,80,50,50,50,50,50,50,50,80,0,
0,80,100,50,50,50,50,50,100,80,0,
20,50,40,50,50,50,50,50,40,50,20,
20,40,40,40,50,50,50,40,40,40,20,
20,50,40,40,40,50,40,40,40,50,20,
20,30,60,60,60,60,60,60,60,30,20,
20,30,1,1,1,1,1,1,1,30,20,
0,30,1,1,1,1,1,1,1,30,0,
0,30,1,30,1,1,1,30,1,30,0,
20,40,1,60,1,0,1,60,1,40,20,
20,30,40,60,90,90,90,60,40,30,20,
0,30,1,100,60,1,60,100,0,30,0,
30,1,30,100,1,60,1,100,30,1,30,
1,1,1,100,1,1,1,100,1,1,1,
20,1,1,20,80,80,80,20,1,1,20,
0,20,20,20,1,80,1,20,20,20,0,
0,0,0,20,1,20,1,20,0,0,0,
0,0,0,20,1,20,1,20,0,0,0,
0,0,0,0,20,0,20,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
